source,type,timestamp,packet_id,src,dst,hops,from_dir,to_dir,creation_time,deliver_time,traffic,weight
router,packet_routed,2025-09-14 13:35:09.822989,35590,,,0,south,west,,,0.98,
router,packet_routed,2025-09-14 13:35:10.386490,35592,,,0,local,south,,,0.98,
router,packet_routed,2025-09-14 13:35:11.014222,35591,,,0,north,local,,,0.98,
packet,packet_arrived,2025-09-14 13:35:11.645631,35588,"(0, 0)","(1, 0)",2,,,2025-09-14 13:34:53,2025-09-14 13:35:11,0.98,34.17
router,packet_routed,2025-09-14 13:35:12.666140,35590,,,0,east,local,,,0.98,
router,packet_routed,2025-09-14 13:35:12.751351,35592,,,0,north,east,,,0.98,
router,packet_routed,2025-09-14 13:35:13.763236,35593,,,0,local,north,,,0.98,
packet,packet_arrived,2025-09-14 13:35:14.495475,35589,"(1, 1)","(2, 2)",3,,,2025-09-14 13:34:54,2025-09-14 13:35:14,0.98,56.37
router,packet_routed,2025-09-14 13:35:15.504452,35592,,,0,west,local,,,0.98,
router,packet_routed,2025-09-14 13:35:15.830428,35594,,,0,local,south,,,0.98,
router,packet_routed,2025-09-14 13:35:16.568922,35593,,,0,south,west,,,0.98,
packet,packet_arrived,2025-09-14 13:35:17.290852,35591,"(0, 0)","(1, 0)",2,,,2025-09-14 13:35:02,2025-09-14 13:35:17,0.98,34.17
packet,packet_arrived,2025-09-14 13:35:17.474607,35590,"(1, 1)","(0, 0)",3,,,2025-09-14 13:35:00,2025-09-14 13:35:17,0.98,52.85
router,packet_routed,2025-09-14 13:35:17.648104,35595,,,0,local,south,,,0.98,
router,packet_routed,2025-09-14 13:35:18.608583,35594,,,0,north,local,,,0.98,
router,packet_routed,2025-09-14 13:35:19.203031,35593,,,0,east,local,,,0.98,
router,packet_routed,2025-09-14 13:35:22.242377,35595,,,0,north,east,,,0.98,
packet,packet_arrived,2025-09-14 13:35:23.544405,35592,"(1, 1)","(2, 2)",3,,,2025-09-14 13:35:04,2025-09-14 13:35:23,0.98,56.37
router,packet_routed,2025-09-14 13:35:23.970231,35596,,,0,local,north,,,0.98,
router,packet_routed,2025-09-14 13:35:25.854835,35595,,,0,west,local,,,0.98,
router,packet_routed,2025-09-14 13:35:26.908525,35596,,,0,south,west,,,0.98,
router,packet_routed,2025-09-14 13:35:27.012830,35597,,,0,local,south,,,0.98,
packet,packet_arrived,2025-09-14 13:35:27.432289,35594,"(0, 0)","(1, 0)",2,,,2025-09-14 13:35:11,2025-09-14 13:35:27,0.98,34.17
packet,packet_arrived,2025-09-14 13:35:27.580861,35593,"(1, 1)","(0, 0)",3,,,2025-09-14 13:35:08,2025-09-14 13:35:27,0.98,52.85
router,packet_routed,2025-09-14 13:35:28.194029,35598,,,0,local,south,,,0.98,
router,packet_routed,2025-09-14 13:35:28.546255,35596,,,0,east,local,,,0.98,
router,packet_routed,2025-09-14 13:35:29.808446,35597,,,0,north,local,,,0.98,
packet,packet_arrived,2025-09-14 13:35:29.955489,35595,"(1, 1)","(2, 2)",3,,,2025-09-14 13:35:13,2025-09-14 13:35:29,0.98,56.37
router,packet_routed,2025-09-14 13:35:32.535610,35599,,,0,local,north,,,0.98,
router,packet_routed,2025-09-14 13:35:33.318401,35598,,,0,north,east,,,0.98,
router,packet_routed,2025-09-14 13:35:33.529258,35600,,,0,local,south,,,0.98,
packet,packet_arrived,2025-09-14 13:35:33.576293,35597,"(0, 0)","(1, 0)",2,,,2025-09-14 13:35:17,2025-09-14 13:35:33,0.98,34.17
packet,packet_arrived,2025-09-14 13:35:33.702712,35596,"(1, 1)","(0, 0)",3,,,2025-09-14 13:35:15,2025-09-14 13:35:33,0.98,52.85
router,packet_routed,2025-09-14 13:35:34.541070,35598,,,0,west,local,,,0.98,
router,packet_routed,2025-09-14 13:35:34.982757,35601,,,0,local,south,,,0.98,
router,packet_routed,2025-09-14 13:35:35.328301,35599,,,0,south,west,,,0.98,
router,packet_routed,2025-09-14 13:35:36.734947,35600,,,0,north,local,,,0.98,
router,packet_routed,2025-09-14 13:35:37.010253,35601,,,0,north,east,,,0.98,
router,packet_routed,2025-09-14 13:35:37.381478,35599,,,0,east,local,,,0.98,
packet,packet_arrived,2025-09-14 13:35:38.601058,35598,"(1, 1)","(2, 2)",3,,,2025-09-14 13:35:23,2025-09-14 13:35:38,0.98,56.37
router,packet_routed,2025-09-14 13:35:38.632264,35602,,,0,local,north,,,0.98,
router,packet_routed,2025-09-14 13:35:39.765270,35601,,,0,west,local,,,0.98,
router,packet_routed,2025-09-14 13:35:41.592517,35603,,,0,local,south,,,0.98,
packet,packet_arrived,2025-09-14 13:35:41.744718,35600,"(0, 0)","(1, 0)",2,,,2025-09-14 13:35:28,2025-09-14 13:35:41,0.98,34.17
router,packet_routed,2025-09-14 13:35:41.796907,35602,,,0,south,west,,,0.98,
packet,packet_arrived,2025-09-14 13:35:41.922297,35599,"(1, 1)","(0, 0)",3,,,2025-09-14 13:35:26,2025-09-14 13:35:41,0.98,52.85
router,packet_routed,2025-09-14 13:35:44.191431,35604,,,0,local,south,,,0.98,
router,packet_routed,2025-09-14 13:35:44.591107,35602,,,0,east,local,,,0.98,
packet,packet_arrived,2025-09-14 13:35:44.961912,35601,"(1, 1)","(2, 2)",3,,,2025-09-14 13:35:30,2025-09-14 13:35:44,0.98,56.37
router,packet_routed,2025-09-14 13:35:45.148184,35603,,,0,north,local,,,0.98,
router,packet_routed,2025-09-14 13:35:48.654611,35604,,,0,north,east,,,0.98,
router,packet_routed,2025-09-14 13:35:50.787766,35605,,,0,local,north,,,0.98,
packet,packet_arrived,2025-09-14 13:35:51.099690,35602,"(1, 1)","(0, 0)",3,,,2025-09-14 13:35:34,2025-09-14 13:35:51,0.98,52.85
router,packet_routed,2025-09-14 13:35:51.287849,35604,,,0,west,local,,,0.98,
packet,packet_arrived,2025-09-14 13:35:52.368236,35603,"(0, 0)","(1, 0)",2,,,2025-09-14 13:35:36,2025-09-14 13:35:52,0.98,34.17
router,packet_routed,2025-09-14 13:35:55.801921,35606,,,0,local,south,,,0.98,
router,packet_routed,2025-09-14 13:35:55.879585,35605,,,0,south,west,,,0.98,
router,packet_routed,2025-09-14 13:35:57.407427,35607,,,0,local,south,,,0.98,
router,packet_routed,2025-09-14 13:35:58.136268,35605,,,0,east,local,,,0.98,
router,packet_routed,2025-09-14 13:35:58.670202,35606,,,0,north,local,,,0.98,
packet,packet_arrived,2025-09-14 13:35:58.701496,35604,"(1, 1)","(2, 2)",3,,,2025-09-14 13:35:37,2025-09-14 13:35:58,0.98,56.37
router,packet_routed,2025-09-14 13:36:00.196117,35607,,,0,north,east,,,0.98,
router,packet_routed,2025-09-14 13:36:01.708172,35608,,,0,local,north,,,0.98,
router,packet_routed,2025-09-14 13:36:03.186909,35607,,,0,west,local,,,0.98,
router,packet_routed,2025-09-14 13:36:04.723305,35609,,,0,local,south,,,0.98,
packet,packet_arrived,2025-09-14 13:36:05.601076,35605,"(1, 1)","(0, 0)",3,,,2025-09-14 13:35:42,2025-09-14 13:36:05,0.98,52.85
router,packet_routed,2025-09-14 13:36:05.858204,35608,,,0,south,west,,,0.98,
packet,packet_arrived,2025-09-14 13:36:06.029419,35606,"(0, 0)","(1, 0)",2,,,2025-09-14 13:35:47,2025-09-14 13:36:06,0.98,34.17
router,packet_routed,2025-09-14 13:36:07.367017,35610,,,0,local,south,,,0.98,
router,packet_routed,2025-09-14 13:36:08.354202,35609,,,0,north,local,,,0.98,
router,packet_routed,2025-09-14 13:36:08.412771,35608,,,0,east,local,,,0.98,
packet,packet_arrived,2025-09-14 13:36:09.555987,35607,"(1, 1)","(2, 2)",3,,,2025-09-14 13:35:50,2025-09-14 13:36:09,0.98,56.37
router,packet_routed,2025-09-14 13:36:10.277627,35611,,,0,local,north,,,0.98,
router,packet_routed,2025-09-14 13:36:11.074843,35610,,,0,north,east,,,0.98,
router,packet_routed,2025-09-14 13:36:12.433290,35612,,,0,local,south,,,0.98,
router,packet_routed,2025-09-14 13:36:12.770301,35611,,,0,south,west,,,0.98,
packet,packet_arrived,2025-09-14 13:36:12.950541,35609,"(0, 0)","(1, 0)",2,,,2025-09-14 13:35:57,2025-09-14 13:36:12,0.98,34.17
router,packet_routed,2025-09-14 13:36:13.028879,35610,,,0,west,local,,,0.98,
packet,packet_arrived,2025-09-14 13:36:13.882200,35608,"(1, 1)","(0, 0)",3,,,2025-09-14 13:35:55,2025-09-14 13:36:13,0.98,52.85
router,packet_routed,2025-09-14 13:36:14.287924,35613,,,0,local,south,,,0.98,
router,packet_routed,2025-09-14 13:36:14.490046,35612,,,0,north,local,,,0.98,
router,packet_routed,2025-09-14 13:36:15.410205,35611,,,0,east,local,,,0.98,
router,packet_routed,2025-09-14 13:36:16.156140,35613,,,0,north,east,,,0.98,
router,packet_routed,2025-09-14 13:36:16.703183,35614,,,0,local,north,,,0.98,
packet,packet_arrived,2025-09-14 13:36:17.650315,35610,"(1, 1)","(2, 2)",3,,,2025-09-14 13:36:00,2025-09-14 13:36:17,0.98,56.37
router,packet_routed,2025-09-14 13:36:18.114791,35613,,,0,west,local,,,0.98,
packet,packet_arrived,2025-09-14 13:36:18.238765,35612,"(0, 0)","(1, 0)",2,,,2025-09-14 13:36:07,2025-09-14 13:36:18,0.98,34.17
router,packet_routed,2025-09-14 13:36:18.430566,35614,,,0,south,west,,,0.98,
packet,packet_arrived,2025-09-14 13:36:19.159136,35611,"(1, 1)","(0, 0)",3,,,2025-09-14 13:36:04,2025-09-14 13:36:19,0.98,52.85
router,packet_routed,2025-09-14 13:36:20.780959,35615,,,0,local,south,,,0.98,
packet,packet_arrived,2025-09-14 13:36:21.355694,35613,"(1, 1)","(2, 2)",3,,,2025-09-14 13:36:09,2025-09-14 13:36:21,0.98,56.37
router,packet_routed,2025-09-14 13:36:22.975655,35614,,,0,east,local,,,0.98,
router,packet_routed,2025-09-14 13:36:23.131218,35615,,,0,north,local,,,0.98,
router,packet_routed,2025-09-14 13:36:23.374887,35616,,,0,local,south,,,0.98,
router,packet_routed,2025-09-14 13:36:27.135668,35617,,,0,local,north,,,0.98,
router,packet_routed,2025-09-14 13:36:28.075927,35616,,,0,north,east,,,0.98,
router,packet_routed,2025-09-14 13:36:29.499008,35618,,,0,local,south,,,0.98,
packet,packet_arrived,2025-09-14 13:36:30.205678,35614,"(1, 1)","(0, 0)",3,,,2025-09-14 13:36:12,2025-09-14 13:36:30,0.98,52.85
packet,packet_arrived,2025-09-14 13:36:30.446245,35615,"(0, 0)","(1, 0)",2,,,2025-09-14 13:36:14,2025-09-14 13:36:30,0.98,34.17
router,packet_routed,2025-09-14 13:36:31.810439,35616,,,0,west,local,,,0.98,
router,packet_routed,2025-09-14 13:36:32.015038,35619,,,0,local,south,,,0.98,
router,packet_routed,2025-09-14 13:36:32.079597,35617,,,0,south,west,,,0.98,
router,packet_routed,2025-09-14 13:36:32.719320,35618,,,0,north,local,,,0.98,
router,packet_routed,2025-09-14 13:36:33.566468,35619,,,0,north,east,,,0.98,
router,packet_routed,2025-09-14 13:36:34.260790,35617,,,0,east,local,,,0.98,
router,packet_routed,2025-09-14 13:36:34.893458,35620,,,0,local,north,,,0.98,
router,packet_routed,2025-09-14 13:36:35.364743,35619,,,0,west,local,,,0.98,
packet,packet_arrived,2025-09-14 13:36:35.917201,35618,"(0, 0)","(1, 0)",2,,,2025-09-14 13:36:21,2025-09-14 13:36:35,0.98,34.17
packet,packet_arrived,2025-09-14 13:36:36.242393,35616,"(1, 1)","(2, 2)",3,,,2025-09-14 13:36:18,2025-09-14 13:36:36,0.98,56.37
router,packet_routed,2025-09-14 13:36:40.211651,35620,,,0,south,west,,,0.98,
router,packet_routed,2025-09-14 13:36:40.753819,35621,,,0,local,south,,,0.98,
packet,packet_arrived,2025-09-14 13:36:41.224107,35617,"(1, 1)","(0, 0)",3,,,2025-09-14 13:36:20,2025-09-14 13:36:41,0.98,52.85
router,packet_routed,2025-09-14 13:36:41.629003,35622,,,0,local,south,,,0.98,
router,packet_routed,2025-09-14 13:36:42.553176,35620,,,0,east,local,,,0.98,
router,packet_routed,2025-09-14 13:36:43.280188,35621,,,0,north,local,,,0.98,
packet,packet_arrived,2025-09-14 13:36:43.635150,35619,"(1, 1)","(2, 2)",3,,,2025-09-14 13:36:24,2025-09-14 13:36:43,0.98,56.37
router,packet_routed,2025-09-14 13:36:45.015737,35623,,,0,local,north,,,0.98,
router,packet_routed,2025-09-14 13:36:45.047090,35622,,,0,north,east,,,0.98,
router,packet_routed,2025-09-14 13:36:45.760238,35624,,,0,local,south,,,0.98,
packet,packet_arrived,2025-09-14 13:36:46.291139,35620,"(1, 1)","(0, 0)",3,,,2025-09-14 13:36:29,2025-09-14 13:36:46,0.98,52.85
router,packet_routed,2025-09-14 13:36:47.318883,35622,,,0,west,local,,,0.98,
packet,packet_arrived,2025-09-14 13:36:47.901256,35621,"(0, 0)","(1, 0)",2,,,2025-09-14 13:36:32,2025-09-14 13:36:47,0.98,34.17
router,packet_routed,2025-09-14 13:36:48.437285,35625,,,0,local,south,,,0.98,
router,packet_routed,2025-09-14 13:36:48.516164,35624,,,0,north,local,,,0.98,
router,packet_routed,2025-09-14 13:36:48.973264,35623,,,0,south,west,,,0.98,
router,packet_routed,2025-09-14 13:36:51.088855,35625,,,0,north,east,,,0.98,
router,packet_routed,2025-09-14 13:36:51.684368,35626,,,0,local,north,,,0.98,
router,packet_routed,2025-09-14 13:36:51.821240,35623,,,0,east,local,,,0.98,
packet,packet_arrived,2025-09-14 13:36:52.649713,35622,"(1, 1)","(2, 2)",3,,,2025-09-14 13:36:34,2025-09-14 13:36:52,0.98,56.37
packet,packet_arrived,2025-09-14 13:36:52.985475,35624,"(0, 0)","(1, 0)",2,,,2025-09-14 13:36:42,2025-09-14 13:36:52,0.98,34.17
router,packet_routed,2025-09-14 13:36:53.295592,35625,,,0,west,local,,,0.98,
router,packet_routed,2025-09-14 13:36:53.704514,35627,,,0,local,south,,,0.98,
router,packet_routed,2025-09-14 13:36:54.586767,35628,,,0,local,south,,,0.98,
router,packet_routed,2025-09-14 13:36:54.849587,35626,,,0,south,west,,,0.98,
packet,packet_arrived,2025-09-14 13:36:55.031504,35623,"(1, 1)","(0, 0)",3,,,2025-09-14 13:36:40,2025-09-14 13:36:55,0.98,52.85
packet,packet_arrived,2025-09-14 13:36:56.252537,35625,"(1, 1)","(2, 2)",3,,,2025-09-14 13:36:44,2025-09-14 13:36:56,0.98,56.37
router,packet_routed,2025-09-14 13:36:56.315076,35628,,,0,north,east,,,0.98,
router,packet_routed,2025-09-14 13:36:57.361720,35627,,,0,north,local,,,0.98,
router,packet_routed,2025-09-14 13:36:58.226017,35629,,,0,local,north,,,0.98,
router,packet_routed,2025-09-14 13:36:58.824418,35626,,,0,east,local,,,0.98,
router,packet_routed,2025-09-14 13:36:59.090392,35628,,,0,west,local,,,0.98,
router,packet_routed,2025-09-14 13:37:00.232864,35629,,,0,south,west,,,0.98,
router,packet_routed,2025-09-14 13:37:00.459124,35630,,,0,local,south,,,0.98,
packet,packet_arrived,2025-09-14 13:37:00.710786,35626,"(1, 1)","(0, 0)",3,,,2025-09-14 13:36:46,2025-09-14 13:37:00,0.98,52.85
router,packet_routed,2025-09-14 13:37:02.272949,35631,,,0,local,south,,,0.98,
router,packet_routed,2025-09-14 13:37:02.947949,35629,,,0,east,local,,,0.98,
router,packet_routed,2025-09-14 13:37:03.329233,35630,,,0,north,local,,,0.98,
packet,packet_arrived,2025-09-14 13:37:04.560834,35627,"(0, 0)","(1, 0)",2,,,2025-09-14 13:36:49,2025-09-14 13:37:04,0.98,34.17
packet,packet_arrived,2025-09-14 13:37:05.079533,35628,"(1, 1)","(2, 2)",3,,,2025-09-14 13:36:51,2025-09-14 13:37:05,0.98,56.37
router,packet_routed,2025-09-14 13:37:05.716349,35631,,,0,north,east,,,0.98,
router,packet_routed,2025-09-14 13:37:07.030187,35632,,,0,local,north,,,0.98,
router,packet_routed,2025-09-14 13:37:07.598129,35631,,,0,west,local,,,0.98,
router,packet_routed,2025-09-14 13:37:09.278427,35633,,,0,local,south,,,0.98,
packet,packet_arrived,2025-09-14 13:37:09.521410,35629,"(1, 1)","(0, 0)",3,,,2025-09-14 13:36:53,2025-09-14 13:37:09,0.98,52.85
router,packet_routed,2025-09-14 13:37:10.110401,35632,,,0,south,west,,,0.98,
packet,packet_arrived,2025-09-14 13:37:10.892001,35630,"(0, 0)","(1, 0)",2,,,2025-09-14 13:36:54,2025-09-14 13:37:10,0.98,34.17
router,packet_routed,2025-09-14 13:37:15.241593,35634,,,0,local,south,,,0.98,
router,packet_routed,2025-09-14 13:37:15.823393,35633,,,0,north,local,,,0.98,
router,packet_routed,2025-09-14 13:37:16.346541,35632,,,0,east,local,,,0.98,
packet,packet_arrived,2025-09-14 13:37:17.144519,35631,"(1, 1)","(2, 2)",3,,,2025-09-14 13:36:57,2025-09-14 13:37:17,0.98,56.37
router,packet_routed,2025-09-14 13:37:17.781421,35635,,,0,local,north,,,0.98,
router,packet_routed,2025-09-14 13:37:18.157916,35634,,,0,north,east,,,0.98,
router,packet_routed,2025-09-14 13:37:20.009545,35636,,,0,local,south,,,0.98,
router,packet_routed,2025-09-14 13:37:20.253033,35635,,,0,south,west,,,0.98,
router,packet_routed,2025-09-14 13:37:21.237162,35634,,,0,west,local,,,0.98,
packet,packet_arrived,2025-09-14 13:37:21.991882,35632,"(1, 1)","(0, 0)",3,,,2025-09-14 13:37:00,2025-09-14 13:37:21,0.98,52.85
packet,packet_arrived,2025-09-14 13:37:22.474656,35633,"(0, 0)","(1, 0)",2,,,2025-09-14 13:37:02,2025-09-14 13:37:22,0.98,34.17
router,packet_routed,2025-09-14 13:37:23.968493,35637,,,0,local,south,,,0.98,
router,packet_routed,2025-09-14 13:37:24.916796,35635,,,0,east,local,,,0.98,
router,packet_routed,2025-09-14 13:37:25.712408,35636,,,0,north,local,,,0.98,
router,packet_routed,2025-09-14 13:37:26.142163,35637,,,0,north,east,,,0.98,
router,packet_routed,2025-09-14 13:37:27.449040,35638,,,0,local,north,,,0.98,
packet,packet_arrived,2025-09-14 13:37:28.158011,35634,"(1, 1)","(2, 2)",3,,,2025-09-14 13:37:06,2025-09-14 13:37:28,0.98,56.37
router,packet_routed,2025-09-14 13:37:28.877471,35639,,,0,local,south,,,0.98,
router,packet_routed,2025-09-14 13:37:29.531240,35638,,,0,south,west,,,0.98,
packet,packet_arrived,2025-09-14 13:37:29.593782,35635,"(1, 1)","(0, 0)",3,,,2025-09-14 13:37:08,2025-09-14 13:37:29,0.98,52.85
router,packet_routed,2025-09-14 13:37:31.053782,35637,,,0,west,local,,,0.98,
packet,packet_arrived,2025-09-14 13:37:31.600667,35636,"(0, 0)","(1, 0)",2,,,2025-09-14 13:37:13,2025-09-14 13:37:31,0.98,34.17
router,packet_routed,2025-09-14 13:37:32.334559,35639,,,0,north,local,,,0.98,
router,packet_routed,2025-09-14 13:37:35.385910,35640,,,0,local,south,,,0.98,
router,packet_routed,2025-09-14 13:37:35.769435,35638,,,0,east,local,,,0.98,
router,packet_routed,2025-09-14 13:37:40.592384,35640,,,0,north,east,,,0.98,
router,packet_routed,2025-09-14 13:37:42.577817,35641,,,0,local,north,,,0.98,
packet,packet_arrived,2025-09-14 13:37:42.869414,35637,"(1, 1)","(2, 2)",3,,,2025-09-14 13:37:17,2025-09-14 13:37:42,0.98,56.37
packet,packet_arrived,2025-09-14 13:37:43.806916,35639,"(0, 0)","(1, 0)",2,,,2025-09-14 13:37:24,2025-09-14 13:37:43,0.98,34.17
router,packet_routed,2025-09-14 13:37:43.999271,35640,,,0,west,local,,,0.98,
packet,packet_arrived,2025-09-14 13:37:44.137689,35638,"(1, 1)","(0, 0)",3,,,2025-09-14 13:37:20,2025-09-14 13:37:44,0.98,52.85
router,packet_routed,2025-09-14 13:37:46.472859,35641,,,0,south,west,,,0.98,
router,packet_routed,2025-09-14 13:37:46.403327,35642,,,0,local,south,,,0.98,
router,packet_routed,2025-09-14 13:37:48.261230,35643,,,0,local,south,,,0.98,
router,packet_routed,2025-09-14 13:37:49.418385,35642,,,0,north,local,,,0.98,
packet,packet_arrived,2025-09-14 13:37:51.681700,35640,"(1, 1)","(2, 2)",3,,,2025-09-14 13:37:27,2025-09-14 13:37:51,0.98,56.37
router,packet_routed,2025-09-14 13:37:52.720429,35641,,,0,east,local,,,0.98,
router,packet_routed,2025-09-14 13:37:53.223754,35644,,,0,local,north,,,0.98,
router,packet_routed,2025-09-14 13:37:53.298900,35643,,,0,north,east,,,0.98,
router,packet_routed,2025-09-14 13:37:55.460190,35645,,,0,local,south,,,0.98,
router,packet_routed,2025-09-14 13:37:55.788383,35643,,,0,west,local,,,0.98,
packet,packet_arrived,2025-09-14 13:37:55.878807,35642,"(0, 0)","(1, 0)",2,,,2025-09-14 13:37:37,2025-09-14 13:37:55,0.98,34.17
router,packet_routed,2025-09-14 13:37:56.691001,35644,,,0,south,west,,,0.98,
packet,packet_arrived,2025-09-14 13:37:58.402987,35641,"(1, 1)","(0, 0)",3,,,2025-09-14 13:37:30,2025-09-14 13:37:58,0.98,52.85
router,packet_routed,2025-09-14 13:37:58.521040,35646,,,0,local,south,,,0.98,
router,packet_routed,2025-09-14 13:37:58.552318,35645,,,0,north,local,,,0.98,
router,packet_routed,2025-09-14 13:37:59.514579,35644,,,0,east,local,,,0.98,
router,packet_routed,2025-09-14 13:37:59.902272,35646,,,0,north,east,,,0.98,
packet,packet_arrived,2025-09-14 13:37:59.933519,35643,"(1, 1)","(2, 2)",3,,,2025-09-14 13:37:41,2025-09-14 13:37:59,0.98,56.37
router,packet_routed,2025-09-14 13:38:00.484274,35647,,,0,local,north,,,0.98,
packet,packet_arrived,2025-09-14 13:38:02.678826,35645,"(0, 0)","(1, 0)",2,,,2025-09-14 13:37:48,2025-09-14 13:38:02,0.98,34.17
router,packet_routed,2025-09-14 13:38:03.221523,35646,,,0,west,local,,,0.98,
router,packet_routed,2025-09-14 13:38:03.384546,35648,,,0,local,south,,,0.98,
router,packet_routed,2025-09-14 13:38:03.744824,35647,,,0,south,west,,,0.98,
packet,packet_arrived,2025-09-14 13:38:03.902562,35644,"(1, 1)","(0, 0)",3,,,2025-09-14 13:37:45,2025-09-14 13:38:03,0.98,52.85
router,packet_routed,2025-09-14 13:38:05.740749,35648,,,0,north,local,,,0.98,
router,packet_routed,2025-09-14 13:38:06.292149,35647,,,0,east,local,,,0.98,
packet,packet_arrived,2025-09-14 13:38:06.370006,35646,"(1, 1)","(2, 2)",3,,,2025-09-14 13:37:52,2025-09-14 13:38:06,0.98,56.37
router,packet_routed,2025-09-14 13:38:07.296307,35649,,,0,local,south,,,0.98,
router,packet_routed,2025-09-14 13:38:08.684093,35649,,,0,north,east,,,0.98,
packet,packet_arrived,2025-09-14 13:38:08.923487,35647,"(1, 1)","(0, 0)",3,,,2025-09-14 13:37:56,2025-09-14 13:38:08,0.98,52.85
packet,packet_arrived,2025-09-14 13:38:11.138974,35648,"(0, 0)","(1, 0)",2,,,2025-09-14 13:37:59,2025-09-14 13:38:11,0.98,34.17
router,packet_routed,2025-09-14 13:38:11.324362,35650,,,0,local,north,,,0.98,
router,packet_routed,2025-09-14 13:38:11.480180,35649,,,0,west,local,,,0.98,
router,packet_routed,2025-09-14 13:38:11.972444,35651,,,0,local,south,,,0.98,
router,packet_routed,2025-09-14 13:38:12.003725,35650,,,0,south,west,,,0.98,
router,packet_routed,2025-09-14 13:38:12.378509,35652,,,0,local,south,,,0.98,
router,packet_routed,2025-09-14 13:38:12.515320,35651,,,0,north,local,,,0.98,
router,packet_routed,2025-09-14 13:38:13.034094,35650,,,0,east,local,,,0.98,
router,packet_routed,2025-09-14 13:38:13.577033,35652,,,0,north,east,,,0.98,
packet,packet_arrived,2025-09-14 13:38:14.602805,35649,"(1, 1)","(2, 2)",3,,,2025-09-14 13:38:00,2025-09-14 13:38:14,0.98,56.37
packet,packet_arrived,2025-09-14 13:38:15.857650,35651,"(0, 0)","(1, 0)",2,,,2025-09-14 13:38:07,2025-09-14 13:38:15,0.98,34.17
router,packet_routed,2025-09-14 13:38:16.086252,35652,,,0,west,local,,,0.98,
packet,packet_arrived,2025-09-14 13:38:17.575877,35650,"(1, 1)","(0, 0)",3,,,2025-09-14 13:38:04,2025-09-14 13:38:17,0.98,52.85
router,packet_routed,2025-09-14 13:38:17.971879,35653,,,0,local,north,,,0.98,
packet,packet_arrived,2025-09-14 13:38:20.892657,35652,"(1, 1)","(2, 2)",3,,,2025-09-14 13:38:11,2025-09-14 13:38:20,0.98,56.37
router,packet_routed,2025-09-14 13:38:21.039816,35653,,,0,south,west,,,0.98,
router,packet_routed,2025-09-14 13:38:21.596906,35654,,,0,local,south,,,0.98,
router,packet_routed,2025-09-14 13:38:22.343680,35655,,,0,local,south,,,0.98,
router,packet_routed,2025-09-14 13:38:24.005805,35653,,,0,east,local,,,0.98,
router,packet_routed,2025-09-14 13:38:24.999176,35654,,,0,north,local,,,0.98,
router,packet_routed,2025-09-14 13:38:25.846854,35655,,,0,north,east,,,0.98,
router,packet_routed,2025-09-14 13:38:26.468543,35656,,,0,local,north,,,0.98,
router,packet_routed,2025-09-14 13:38:27.488996,35655,,,0,west,local,,,0.98,
router,packet_routed,2025-09-14 13:38:27.645755,35657,,,0,local,south,,,0.98,
packet,packet_arrived,2025-09-14 13:38:28.173422,35653,"(1, 1)","(0, 0)",3,,,2025-09-14 13:38:12,2025-09-14 13:38:28,0.98,52.85
router,packet_routed,2025-09-14 13:38:29.230713,35656,,,0,south,west,,,0.98,
router,packet_routed,2025-09-14 13:38:29.283062,35658,,,0,local,south,,,0.98,
packet,packet_arrived,2025-09-14 13:38:30.860045,35654,"(0, 0)","(1, 0)",2,,,2025-09-14 13:38:15,2025-09-14 13:38:30,0.98,34.17
router,packet_routed,2025-09-14 13:38:31.204215,35657,,,0,north,local,,,0.98,
router,packet_routed,2025-09-14 13:38:31.941930,35656,,,0,east,local,,,0.98,
router,packet_routed,2025-09-14 13:38:32.111002,35658,,,0,north,east,,,0.98,
router,packet_routed,2025-09-14 13:38:32.298546,35659,,,0,local,north,,,0.98,
packet,packet_arrived,2025-09-14 13:38:32.502296,35655,"(1, 1)","(2, 2)",3,,,2025-09-14 13:38:18,2025-09-14 13:38:32,0.98,56.37
router,packet_routed,2025-09-14 13:38:33.834739,35660,,,0,local,south,,,0.98,
router,packet_routed,2025-09-14 13:38:34.443481,35658,,,0,west,local,,,0.98,
router,packet_routed,2025-09-14 13:38:35.131396,35659,,,0,south,west,,,0.98,
packet,packet_arrived,2025-09-14 13:38:36.106094,35657,"(0, 0)","(1, 0)",2,,,2025-09-14 13:38:23,2025-09-14 13:38:36,0.98,34.17
packet,packet_arrived,2025-09-14 13:38:36.242875,35656,"(1, 1)","(0, 0)",3,,,2025-09-14 13:38:20,2025-09-14 13:38:36,0.98,52.85
router,packet_routed,2025-09-14 13:38:36.799598,35661,,,0,local,south,,,0.98,
router,packet_routed,2025-09-14 13:38:39.149617,35660,,,0,north,local,,,0.98,
router,packet_routed,2025-09-14 13:38:39.257147,35659,,,0,east,local,,,0.98,
router,packet_routed,2025-09-14 13:38:39.802149,35661,,,0,north,east,,,0.98,
router,packet_routed,2025-09-14 13:38:39.968957,35662,,,0,local,north,,,0.98,
packet,packet_arrived,2025-09-14 13:38:39.734783,35658,"(1, 1)","(2, 2)",3,,,2025-09-14 13:38:26,2025-09-14 13:38:39,0.98,56.37
router,packet_routed,2025-09-14 13:38:40.754979,35662,,,0,south,west,,,0.98,
router,packet_routed,2025-09-14 13:38:40.986126,35663,,,0,local,south,,,0.98,
